pl_name,habitable

Kepler-266 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-266 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-267 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-267 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-267 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-268 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-268 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-269 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-269 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-27 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-27 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-27 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-270 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-270 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-271 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-271 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-271 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-272 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-272 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-272 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-273 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-273 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-274 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-274 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-275 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-275 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-275 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-276 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-276 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-276 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-277 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-277 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-278 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-278 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-279 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-279 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-279 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-28 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-28 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-280 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-280 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-281 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-281 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-281 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-282 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-282 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-282 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-282 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-283 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-283 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-284 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-284 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-285 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-285 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-286 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-286 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-286 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-286 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-287 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-287 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-288 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-288 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-288 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-289 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-289 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-289 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-29 b,CHZ invalid (not enough data) |  Kepler invalid

Kepler-29 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-290 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-290 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-291 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-291 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-292 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-292 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-292 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-292 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-292 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-293 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-293 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-294 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-294 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-295 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-295 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-295 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-296 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-296 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-296 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-296 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-296 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-297 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-297 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-298 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-298 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-298 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-299 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-299 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-299 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-299 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-30 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-30 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-30 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-300 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-300 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-301 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-301 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-301 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-302 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-302 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-303 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-303 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-304 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-304 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-304 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-304 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-305 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-305 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-305 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-305 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-306 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-306 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-306 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-306 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-307 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-307 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-308 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-308 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-309 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-309 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-31 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-31 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-31 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-310 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-310 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-310 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-311 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-311 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-312 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-312 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-313 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-313 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-314 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-314 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-315 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-315 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-316 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-316 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-317 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-317 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-318 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-318 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-319 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-319 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-319 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-32 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-32 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-32 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-32 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-32 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-320 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-320 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-321 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-321 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-322 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-322 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-323 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-323 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-324 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-324 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-324 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-325 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-325 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-325 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-326 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-326 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-326 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-327 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-327 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-327 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-328 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-328 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-329 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-329 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-33 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-33 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-33 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-33 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-33 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-330 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-330 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-331 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-331 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-331 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-332 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-332 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-332 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-333 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-333 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-334 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-334 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-334 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-335 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-335 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-336 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-336 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-336 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-337 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-337 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)
