pl_name,habitable


HD 95089 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 95089 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 95127 b,CHZ invalid |  Kepler invalid (not enough data)

HD 95338 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 95544 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 95735 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 95872 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 96063 b,CHZ invalid |  Kepler invalid (not enough data)

HD 96127 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 96167 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 96700 b,CHZ invalid |  Kepler invalid (not enough data)

HD 96700 c,CHZ invalid |  Kepler invalid (not enough data)

HD 96700 d,CHZ valid |  Kepler invalid (not enough data)

HD 96992 b,CHZ invalid |  Kepler invalid (not enough data)

HD 97048 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 97658 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)


HD 98219 b,CHZ valid |  Kepler invalid (not enough data)
HD 98649 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 98736 b,CHZ invalid |  Kepler invalid (not enough data)

HD 99109 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 99283 b,CHZ invalid |  Kepler invalid (not enough data)

HD 99492 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 99706 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 99706 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 105854 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 107772 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 107773 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 109384 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 109600 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 114933 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 116454 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 12961 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 14810 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 14810 c,CHZ invalid |  Kepler invalid (not enough data)

HIP 14810 d,CHZ invalid |  Kepler invalid (not enough data)

HIP 34222 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 35173 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 38594 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 38594 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 41378 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 41378 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 41378 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 41378 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 41378 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 4845 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 48714 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 5158 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 5158 c,CHZ invalid |  Kepler invalid (not enough data)

HIP 54373 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 54373 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 56640 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 57274 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 57274 c,CHZ invalid |  Kepler invalid (not enough data)

HIP 57274 d,CHZ invalid |  Kepler invalid (not enough data)

HIP 5763 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 63242 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 65 A b,CHZ invalid |  Kepler invalid

HIP 65407 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 65407 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 65426 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 65891 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 67522 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 67537 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 67851 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 67851 c,CHZ invalid |  Kepler invalid (not enough data)

HIP 70849 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 71135 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 74890 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 75056 A b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 75092 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 78530 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 79098 AB b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 79431 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 8541 b,CHZ invalid |  Kepler invalid (not enough data)

HIP 86221 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 90988 b,CHZ valid |  Kepler invalid (not enough data)

HIP 91258 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 94235 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 97166 b,CHZ invalid (not enough data) |  Kepler valid

HIP 97166 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HIP 97233 b,CHZ invalid |  Kepler invalid (not enough data)

HN Peg b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 2562 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 5183 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 810 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 858 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 858 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 858 d,CHZ invalid |  Kepler invalid (not enough data)

HR 8799 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 8799 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 8799 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HR 8799 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HW Vir b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

IC 4651 9122 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-10 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-100 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-101 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-102 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-104 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-105 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-107 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-108 b,CHZ invalid (not enough data) |  Kepler invalid

K2-11 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-110 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-111 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-111 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-113 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-114 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-115 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-116 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-117 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-117 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-118 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-119 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-12 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-120 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-121 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-122 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-123 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-124 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-125 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-126 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-127 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-128 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-129 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-13 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-130 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-131 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-132 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-133 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-133 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-133 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-133 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-136 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-136 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-136 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-137 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-138 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-138 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-138 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-138 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-138 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-138 g,CHZ invalid (not enough data) |  Kepler invalid

K2-139 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-14 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-140 b,CHZ invalid (not enough data) |  Kepler invalid

K2-141 b,CHZ invalid (not enough data) |  Kepler invalid

K2-141 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-146 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-146 c,CHZ invalid (not enough data) |  Kepler invalid

K2-147 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-148 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-148 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-148 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-149 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-15 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-150 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-151 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-152 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-153 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-154 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-154 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-155 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-155 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-155 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-156 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-157 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-158 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-158 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-159 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-16 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-16 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-160 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-161 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-162 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-163 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-164 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-165 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-165 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-165 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-166 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-167 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-168 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-169 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-17 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-170 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-170 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-171 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-172 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-172 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-173 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-174 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-175 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-176 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-177 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-178 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-179 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-18 b,CHZ invalid (not enough data) |  Kepler invalid

K2-180 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-181 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-182 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-183 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-183 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-183 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-184 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-185 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-185 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-186 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-187 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-187 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-187 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-187 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-188 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-188 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-189 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-189 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-19 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-19 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-19 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-190 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-190 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-191 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-192 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-193 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-194 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-195 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-195 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-196 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-197 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-198 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-198 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-198 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-199 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-199 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-200 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-201 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-201 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-202 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-203 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-204 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-205 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-206 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-207 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-208 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-209 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-21 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-21 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-210 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-211 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-212 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-213 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-214 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-215 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-216 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-217 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-218 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-219 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-219 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-219 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-22 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-220 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-221 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-222 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-223 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-223 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-224 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-224 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-225 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-226 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-227 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-228 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-229 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-229 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-230 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-231 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-232 b,CHZ invalid |  Kepler invalid

K2-233 b,CHZ invalid (not enough data) |  Kepler invalid

K2-233 c,CHZ invalid (not enough data) |  Kepler invalid

K2-233 d,CHZ invalid |  Kepler invalid (not enough data)

K2-237 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-238 b,CHZ invalid (not enough data) |  Kepler invalid

K2-239 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-239 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-239 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-24 b,CHZ invalid (not enough data) |  Kepler invalid

K2-24 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-240 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-240 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-241 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-242 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-243 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-243 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-244 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-245 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-246 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-247 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-247 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-248 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-249 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-25 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-250 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-251 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-252 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-253 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-254 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-254 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-255 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-256 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-257 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-258 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-259 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-26 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-260 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-261 b,CHZ invalid |  Kepler invalid

K2-263 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-264 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-264 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-265 b,CHZ invalid (not enough data) |  Kepler invalid

K2-266 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-266 c,CHZ invalid |  Kepler valid

K2-266 d,CHZ invalid |  Kepler invalid

K2-266 e,CHZ invalid |  Kepler invalid

K2-268 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-268 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-268 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-268 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-268 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-269 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-27 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-270 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-270 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-271 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-272 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-273 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-274 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-275 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-275 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-276 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-277 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-278 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-279 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-28 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-280 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-281 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-282 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-283 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-284 b,CHZ invalid |  Kepler invalid (not enough data)

K2-285 b,CHZ invalid (not enough data) |  Kepler invalid

K2-285 c,CHZ invalid (not enough data) |  Kepler invalid

K2-285 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-285 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-286 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-287 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-288 B b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-289 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-29 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-290 b,CHZ invalid (not enough data) |  Kepler valid

K2-290 c,CHZ invalid (not enough data) |  Kepler invalid

K2-291 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-292 b,CHZ invalid (not enough data) |  Kepler invalid

K2-293 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-294 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-295 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-3 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-3 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-3 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-30 b,CHZ invalid |  Kepler invalid

K2-308 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-31 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-315 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-316 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-316 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-317 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-318 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-319 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-32 b,CHZ invalid (not enough data) |  Kepler invalid

K2-32 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-32 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-32 e,CHZ invalid (not enough data) |  Kepler valid

K2-320 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-321 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-322 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-323 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-324 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

